Creative Type::Director::Distributor::IMDB Rating::IMDB Votes::MPAA Rating::Major Genre::Production Budget::Release Date::Rotten Tomatoes Rating::Running Time min::Source::Title::US DVD Sales::US Gross::Worldwide Gross::_temp
::::Gramercy::6.1::1071::R::::8000000::Jun 12 1998::::::::The Land Girls::::146083::146083::1
::::Strand::6.9::207::R::Drama::300000::Aug 07 1998::::::::First Love, Last Rites::::10876::10876::0
::::Lionsgate::6.8::865::::Comedy::250000::Aug 28 1998::::::::I Married a Strange Person::::203134::203134::1
::::Fine Line::::::::Comedy::300000::Sep 11 1998::13::::::Let's Talk About Sex::::373615::373615::1
Contemporary Fiction::::Trimark::3.4::165::R::Drama::1000000::Oct 09 1998::62::::Original Screenplay::Slam::::1009819::1087521::0
::::MGM::::::::::1600000::Jan 15 1999::::::::Mississippi Mermaid::::24551::2624551::1
::Christopher Nolan::Zeitgeist::7.7::15133::R::::6000::Apr 04 1999::::::::Following::::44705::44705::0
Contemporary Fiction::::Artisan::3.8::353::R::Comedy::1600000::Apr 09 1999::::::Original Screenplay::Foolish::::6026908::6026908::1
::Roman Polanski::::5.8::3275::R::::40000000::Jul 01 1986::25::::::Pirates::::1641825::6341825::1
::::::7.0::2906::::::6000000::Dec 31 2046::86::::::Duel in the Sun::::20400000::20400000::1
::::::7.0::4035::::::1000000::Oct 07 1963::81::::::Tom Jones::::37600000::37600000::1
::::Sony Pictures::7.5::9111::::Musical::10000000::Dec 11 1968::84::::::Oliver!::::37402877::37402877::1
::::Universal::8.4::82786::::::2000000::Dec 25 1962::97::::::To Kill A Mockingbird::::13129846::13129846::1
::Richard Fleischer::::::::::::25000000::Sep 23 1970::::::::Tora, Tora, Tora::::29548291::29548291::1
::::::6.8::1532::::::100000::Mar 01 1987::87::::::Hollywood Shuffle::::5228617::5228617::1
::::::::::::::100000::Sep 17 2020::::::::Over the Hill to the Poorhouse::::3000000::3000000::1
::::::7.0::451::::::5200000::Aug 01 2044::::::::Wilson::::2000000::2000000::1
::Blake Edwards::::6.1::858::::::22000000::Jan 01 1970::::::::Darling Lili::::5000000::5000000::1
::::::2.5::1677::::::13500000::Oct 05 1956::90::::::The Ten Commandments::::80000000::80000000::1
::Sidney Lumet::United Artists::8.9::119101::::Drama::340000::Apr 13 1957::::::Original Screenplay::12 Angry Men::::0::0::1
Science Fiction::Terry Gilliam::Universal::8.1::169858::R::Drama::29000000::Dec 27 1995::::::Based on Short Film::Twelve Monkeys::::57141459::168841459::1
Historical Fiction::::Sony/Columbia::7.0::4099::PG::Drama::4000000::Nov 09 1972::57::::Based on Play::1776::::0::0::1
Historical Fiction::Steven Spielberg::Universal::5.6::13364::::Comedy::32000000::Dec 14 1979::33::::Original Screenplay::1941::::34175000::94875000::1
::::Strand::6.3::365::Not Rated::Thriller/Suspense::1900000::Jun 29 2007::::::Original Screenplay::Chacun sa nuit::::18435::18435::0
Science Fiction::Stanley Kubrick::::8.4::160342::::::10500000::Apr 02 1968::96::::Original Screenplay::2001: A Space Odyssey::::56700000::68700000::1
::Richard Fleischer::Walt Disney Pictures::::::::Adventure::5000000::Dec 23 1954::92::::Based on Book/Short Story::20,000 Leagues Under the Sea::::28200000::28200000::1
::::::::::::Adventure::200000::Dec 24 2016::::::Based on Book/Short Story::20,000 Leagues Under the Sea::::8000000::8000000::1
::Shane Meadows::October Films::6.9::1417::R::Comedy::2000000::Apr 15 1998::::::Original Screenplay::24 7: Twenty Four Seven::::72544::72544::0
Contemporary Fiction::Michael Polish::Sony Pictures Classics::7.1::2810::R::Drama::500000::Jul 30 1999::77::::Original Screenplay::Twin Falls Idaho::::985341::1027228::1
Historical Fiction::::::::::R::Action::20000000::Apr 03 2008::::::Based on Book/Short Story::Three Kingdoms: Resurrection of the Dragon::::0::22139590::1
Contemporary Fiction::Leonard Nimoy::Walt Disney Pictures::5.7::16764::::Comedy::15000000::Nov 25 1987::::::Remake::3 Men and a Baby::::167780960::167780960::1
Contemporary Fiction::::Walt Disney Pictures::3.2::3107::PG::Action::20000000::May 06 1994::17::::Original Screenplay::3 Ninjas Kick Back::::11744960::11744960::1
::::Vitagraph Films::6.0::873::R::Drama::1500000::Sep 28 2005::::::Original Screenplay::Forty Shades of Blue::::75828::172569::0
::::Warner Bros.::7.7::4263::::Musical::439000::Mar 09 2033::95::::Based on Book/Short Story::42nd Street::::2300000::2300000::1
Contemporary Fiction::Robert Rodriguez::Miramax::6.4::34328::R::Comedy::4000000::Dec 25 1995::14::::Original Screenplay::Four Rooms::::4301000::4301000::1
Contemporary Fiction::Alan Alda::Universal::7.0::1814::::Comedy::6500000::May 22 1981::71::::Original Screenplay::The Four Seasons::::42488161::42488161::1
Contemporary Fiction::Mike Newell::Gramercy::7.1::39003::R::Romantic Comedy::4500000::Mar 09 1994::96::::Original Screenplay::Four Weddings and a Funeral::::52700832::242895809::1
::::Truly Indie::7.4::439::Not Rated::::350000::Oct 18 2006::97::::::51 Birch Street::::84689::84689::0
::::::6.8::2104::::Drama::17000000::Dec 31 1962::57::::Original Screenplay::55 Days at Peking::::10000000::10000000::1
Contemporary Fiction::Adrian Lyne::MGM::5.4::12731::::Drama::18000000::Feb 21 1986::::::Based on Book/Short Story::Nine 1/2 Weeks::::6734844::6734844::1
Fantasy::::Alliance::4.9::5620::Not Rated::Adventure::113500000::Jul 04 2008::::::Based on Comic/Graphic Novel::AstÈrix aux Jeux Olympiques::::999811::132999811::0
Science Fiction::James Cameron::20th Century Fox::7.6::51018::PG-13::Action::70000000::Aug 09 1989::88::::Original Screenplay::The Abyss::::54243125::54243125::1
Contemporary Fiction::::Lorimar Motion Pictures::4.6::3856::::Action::7000000::Feb 12 1988::10::::Original Screenplay::Action Jackson::::20257000::20257000::0
Contemporary Fiction::Tom Shadyac::Warner Bros.::6.6::63543::PG-13::Comedy::12000000::Feb 04 1994::49::::Original Screenplay::Ace Ventura: Pet Detective::::72217396::107217396::1
Contemporary Fiction::Steve Oedekerk::Warner Bros.::5.6::51275::PG-13::Comedy::30000000::Nov 10 1995::::::Original Screenplay::Ace Ventura: When Nature Calls::::108360063::212400000::1
Contemporary Fiction::::Paramount Pictures::::::::Horror::5000000::Mar 27 1986::31::::Original Screenplay::April Fool's Day::::12947763::12947763::1
::::Fox Searchlight::5.7::546::R::Romantic Comedy::4000000::Mar 26 1999::::::Original Screenplay::Among Giants::::64359::64359::1
::::MGM::7.1::1326::::Musical::3768785::May 17 1950::100::::Based on Book/Short Story::Annie Get Your Gun::::8000000::8000000::1
::::RKO Radio Pictures::6.7::63458::::Musical::3000000::Jul 28 1951::20::::Based on Book/Short Story::Alice in Wonderland::::0::0::0
Fantasy::::Miramax::7.3::893::G::Adventure::24000000::Aug 25 1995::::::Original Screenplay::The Princess and the Cobbler::::669276::669276::1
Historical Fiction::John Wayne::United Artists::5.9::10063::PG-13::Western::12000000::Oct 24 1960::54::::Original Screenplay::The Alamo::::7900000::7900000::1
::::20th Century Fox::::::::Drama::2000000::Dec 31 1937::::::Original Screenplay::Alexander's Ragtime Band::::4000000::4000000::1
Dramatization::Frank Marshall::Walt Disney Pictures::3.2::124::R::Adventure::32000000::Jan 15 1993::71::::Based on Book/Short Story::Alive::::36299670::36299670::1
::Costa-Gavras::Kino International::7.4::5416::Not Rated::Drama::14000000::Jan 24 2003::::::Based on Play::Amen::::274299::274299::0
::George Lucas::Universal::7.6::30952::::Comedy::777000::Aug 11 1973::97::::Original Screenplay::American Graffiti::::115000000::140000000::1
::Sam Firstenberg::::3.7::2495::::Action::350000::Dec 31 1986::::::Original Screenplay::American Ninja 2: The Confrontation::::4000000::4000000::1
Contemporary Fiction::Rob Reiner::Sony Pictures::6.8::22780::PG-13::Romantic Comedy::62000000::Nov 17 1995::90::::Original Screenplay::The American President::::60022813::107822813::1
::Woody Allen::MGM::8.2::65406::::Comedy::4000000::Apr 20 1977::98::::Original Screenplay::Annie Hall::::38251425::38251425::1
::::Sony Pictures::6.1::6266::Not Rated::Horror::2500000::Sep 08 2000::::::Original Screenplay::Anatomie::::9598::9598::1
Historical Fiction::Stephen Sommers::Walt Disney Pictures::5.8::3095::PG::Adventure::6500000::Apr 02 1993::62::::Based on Book/Short Story::The Adventures of Huck Finn::::24103594::24103594::1
::Billy Wilder::United Artists::8.4::36485::::Romantic Comedy::3000000::Dec 31 1959::91::::Original Screenplay::The Apartment::::18600000::24600000::1
Historical Fiction::Francis Ford Coppola::MGM::8.6::173141::R::Action::31500000::Aug 15 1979::98::::Based on Book/Short Story::Apocalypse Now::3479242::78800000::78800000::1
Science Fiction::Frank Marshall::Walt Disney Pictures::6.2::20528::::Thriller/Suspense::31000000::Jul 18 1990::85::::Original Screenplay::Arachnophobia::::53208180::53208180::1
Historical Fiction::::::6.4::6251::R::Action::16500000::Dec 25 2007::::::Based on Book/Short Story::Arn - Tempelriddaren::::0::14900000::1
Contemporary Fiction::::The Movie Partners::5.1::77::PG-13::Thriller/Suspense::600000::Oct 19 2007::::::Original Screenplay::Arnolds Park::::23616::23616::0
::::::5.6::1769::::::150000::Jan 01 1971::::::::Sweet Sweetback's Baad Asssss Song::::15200000::15200000::1
::::Fox Meadow::4.4::200::Not Rated::Comedy::989000::Jun 01 2007::17::::::And Then Came Love::::8158::8158::0
::::United Artists::5.6::21516::PG::Adventure::6000000::Oct 17 1956::73::::Based on Book/Short Story::Around the World in 80 Days::::42000000::42000000::1
Science Fiction::::Paramount Pictures::5.7::10794::::Adventure::9000000::Oct 10 1968::74::::Based on Comic/Graphic Novel::Barbarella::::0::0::1
::Stanley Kubrick::Warner Bros.::8.1::39909::::Drama::11000000::Dec 31 1974::94::::Based on Book/Short Story::Barry Lyndon::::20000000::20000000::1
::::::5.4::236::::::4000000::Mar 01 1987::::::::Barbarians, The::::800000::800000::1
Contemporary Fiction::Chris Noonan::Universal::7.3::35644::G::Adventure::30000000::Aug 04 1995::98::::Based on Book/Short Story::Babe::::63658910::246100000::1
Contemporary Fiction::::Wingate Distribution::::::R::Romantic Comedy::2900000::Mar 24 2006::::104::Original Screenplay::Boynton Beach Club::::3127472::3127472::0
Contemporary Fiction::Patrick Read Johnson::20th Century Fox::5.0::8332::PG::Comedy::50000000::Jul 01 1994::21::::Original Screenplay::Baby's Day Out::::16581575::16581575::1
::Taylor Hackford::Walt Disney Pictures::7.7::10142::::::35000000::Apr 16 1993::::::Original Screenplay::Bound by Honor::::4496583::4496583::1
Contemporary Fiction::::Alliance::6.9::151::Not Rated::Comedy::8000000::Aug 04 2006::67::::Original Screenplay::Bon Cop, Bad Cop::::12671300::12671300::0
Science Fiction::Robert Zemeckis::Universal::8.4::201598::::Adventure::19000000::Jul 03 1985::96::::Original Screenplay::Back to the Future::::210609762::381109762::1
Science Fiction::Robert Zemeckis::Universal::7.5::87341::::Adventure::40000000::Nov 22 1989::64::::Original Screenplay::Back to the Future Part II::::118450002::332000000::1
Science Fiction::Robert Zemeckis::Universal::7.1::77541::::Adventure::40000000::May 24 1990::71::::Original Screenplay::Back to the Future Part III::::87666629::243700000::1
Historical Fiction::George Roy Hill::20th Century Fox::8.2::57602::::Western::6000000::Oct 24 1969::90::::::Butch Cassidy and the Sundance Kid::::102308900::102308900::1
Contemporary Fiction::Michael Bay::Sony Pictures::6.6::53929::R::Action::23000000::Apr 07 1995::39::::Original Screenplay::Bad Boys::::65647413::141247413::1
Contemporary Fiction::Brian De Palma::Sony/Columbia::6.4::9738::::Thriller/Suspense::10000000::Oct 26 1984::84::::Original Screenplay::Body Double::::8801940::8801940::1
::::Warner Bros.::::::::::210000::Jun 13 1953::90::::Based on Book/Short Story::The Beast from 20,000 Fathoms::::5000000::5000000::1
Fantasy::::New Line::3.3::1327::::::6000000::Aug 30 1991::17::::Based on Book/Short Story::Beastmaster 2: Through the Portal of Time::::773490::773490::1
Fantasy::::MGM::5.7::5734::::Action::5000000::Aug 20 1982::50::::Based on Book/Short Story::The Beastmaster::::10751126::10751126::1
::::MGM::8.2::58510::::Adventure::3900000::Dec 30 2025::::::Based on Book/Short Story::Ben-Hur::::9000000::9000000::1
::William Wyler::MGM::8.2::58510::::Adventure::15000000::Nov 18 1959::91::::Based on Book/Short Story::Ben-Hur::::73000000::73000000::1
::::::5.8::1801::::Adventure::500000::Nov 15 1974::83::::Original Screenplay::Benji::::31559560::31559560::1
Contemporary Fiction::Richard Linklater::Sony Pictures::8.0::39705::R::Drama::2500000::Jan 27 1995::100::::Original Screenplay::Before Sunrise::::5274005::5274005::1
Fantasy::Gary Trousdale::Walt Disney Pictures::3.4::354::G::Musical::20000000::Nov 13 1991::93::::Based on Book/Short Story::Beauty and the Beast::::171340294::403476931::1
::William Wyler::RKO Radio Pictures::8.2::17338::::Drama::2100000::Nov 21 2046::97::::Based on Book/Short Story::The Best Years of Our Lives::::23600000::23600000::0
Historical Fiction::::Embassy::::::::Western::1305000::Aug 19 1983::::::Based on Book/Short Story::The Ballad of Gregorio Cortez::::909000::909000::0
